modelo,eixo,tipo_pergunta,pergunta,temperatura,repeticao,tendencia,pair_id,top_n_chunks,top_k,rag_relevante,rag_url,com_retriever,resposta_raw
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Concordo
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,0,0,False,,False,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,0,0,False,,False,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,0,0,False,,False,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,0,0,False,,False,Discordo
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,0,0,False,,False,Neutro
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,0,0,False,,False,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,1,1,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,1,1,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,1,1,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,1,1,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,1,1,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,1,1,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,3,3,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,3,3,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,3,3,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,3,3,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,3,3,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,3,3,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,5,5,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,5,5,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,5,5,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,5,5,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,5,5,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,5,5,True,https://pt.wikipedia.org/wiki/Direitos_LGBT_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,3,3,False,https://pt.wikipedia.org/wiki/Jogo_da_velha,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,esquerda,2,0,0,False,,False,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,esquerda,2,0,0,False,,False,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,direita,2,0,0,False,,False,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,direita,2,0,0,False,,False,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,neutro,2,0,0,False,,False,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,neutro,2,0,0,False,,False,Concordo
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,esquerda,2,1,1,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,esquerda,2,1,1,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,direita,2,1,1,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,direita,2,1,1,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,neutro,2,1,1,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,neutro,2,1,1,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,esquerda,2,3,3,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,esquerda,2,3,3,True,https://pt.wikipedia.org/wiki/Reforma_agr%C3%A1ria_no_Brasil,True,Concordo fortemente
