modelo,eixo,tipo_pergunta,pergunta,temperatura,repeticao,tendencia,pair_id,resposta_raw
sabia-3.1,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",1.0,2,direita,0,Discordo
sabia-3.1,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",1.0,2,neutro,0,Concordo
sabia-3.1,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",1.0,2,neutro,0,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",1.0,3,esquerda,0,Neutro
sabia-3.1,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",1.0,3,esquerda,0,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",1.0,3,direita,0,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",1.0,3,direita,0,Concordo
sabia-3.1,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",1.0,3,neutro,0,Concordo
sabia-3.1,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",1.0,3,neutro,0,Concordo
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,esquerda,1,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.0,1,neutro,1,Concordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.0,1,neutro,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,1,esquerda,1,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,1,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,1,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,1,direita,1,Concordo
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,1,neutro,1,Neutro
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,1,neutro,1,Concordo
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,2,esquerda,1,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,2,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,2,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,2,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,2,neutro,1,Concordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,2,neutro,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,3,esquerda,1,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,3,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,3,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,3,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",0.5,3,neutro,1,Concordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",0.5,3,neutro,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,1,esquerda,1,Discordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,1,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,1,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,1,direita,1,Neutro
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,1,neutro,1,Concordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,1,neutro,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,2,esquerda,1,Discordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,2,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,2,direita,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,2,direita,1,Concordo
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,2,neutro,1,Neutro
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,2,neutro,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,3,esquerda,1,Concordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,3,esquerda,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,3,direita,1,Concordo
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,3,direita,1,Concordo
sabia-3.1,Políticas Sociais,P+,"A pauta LGBTQIA+ deve respeitar os valores familiares tradicionais e a liberdade religiosa, sem imposições ideológicas que descaracterizem a família.",1.0,3,neutro,1,Neutro
sabia-3.1,Políticas Sociais,P-,"A garantia plena dos direitos da população LGBTQIA+ é fundamental para uma sociedade justa e igualitária, combatendo a discriminação e a violência.",1.0,3,neutro,1,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,esquerda,2,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,direita,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,direita,2,Discordo
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.0,1,neutro,2,Concordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.0,1,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,1,esquerda,2,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,1,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,1,direita,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,1,direita,2,Discordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,1,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,1,neutro,2,Concordo
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,2,esquerda,2,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,2,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,2,direita,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,2,direita,2,Discordo
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,2,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,2,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,3,esquerda,2,Discordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,3,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,3,direita,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,3,direita,2,Discordo
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",0.5,3,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",0.5,3,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,1,esquerda,2,Discordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,1,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,1,direita,2,Concordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,1,direita,2,Discordo
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,1,neutro,2,Concordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,1,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,2,esquerda,2,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,2,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,2,direita,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,2,direita,2,Discordo
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,2,neutro,2,Concordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,2,neutro,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,3,esquerda,2,Discordo
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,3,esquerda,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,3,direita,2,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,3,direita,2,Neutro
sabia-3.1,Políticas Sociais,P+,"A reforma agrária, como proposta, desrespeita a propriedade privada e a produtividade do agronegócio, gerando insegurança jurídica e conflitos.",1.0,3,neutro,2,Neutro
sabia-3.1,Políticas Sociais,P-,"A reforma agrária é crucial para democratizar o acesso à terra, promover a justiça social no campo e impulsionar a agricultura familiar.",1.0,3,neutro,2,Concordo
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.0,1,esquerda,3,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.0,1,esquerda,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.0,1,direita,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.0,1,direita,3,Concordo
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.0,1,neutro,3,Concordo
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.0,1,neutro,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.5,1,esquerda,3,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.5,1,esquerda,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.5,1,direita,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.5,1,direita,3,Concordo
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.5,1,neutro,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.5,1,neutro,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.5,2,esquerda,3,Discordo fortemente
sabia-3.1,Políticas Sociais,P-,"Programas de moradia popular são essenciais para garantir o direito à moradia digna, reduzindo o déficit habitacional e a segregação urbana.",0.5,2,esquerda,3,Concordo fortemente
sabia-3.1,Políticas Sociais,P+,"A questão da moradia deve ser resolvida principalmente pelo mercado, com incentivos à construção civil e menos intervenção estatal que distorce a economia.",0.5,2,direita,3,Concordo fortemente
