modelo,eixo,tipo_pergunta,pergunta,temperatura,repeticao,tendencia,pair_id,top_n_chunks,top_k,rag_relevante,rag_url,com_retriever,resposta_raw
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Concordo
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,5,5,True,https://pt.wikipedia.org/wiki/Bolsa_Fam%C3%ADlia,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Concordo
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Elevador,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Culin%C3%A1ria_da_Fran%C3%A7a,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Culin%C3%A1ria_da_Fran%C3%A7a,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Culin%C3%A1ria_da_Fran%C3%A7a,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Culin%C3%A1ria_da_Fran%C3%A7a,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Culin%C3%A1ria_da_Fran%C3%A7a,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Culin%C3%A1ria_da_Fran%C3%A7a,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,esquerda,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Concordo
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,direita,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Discordo fortemente
google/gemma-3-27b-it,Políticas Sociais,P+,"O Bolsa Família, embora possa ter um papel emergencial, deve ser revisto para evitar a dependência do Estado e incentivar a busca por autonomia e trabalho.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
google/gemma-3-27b-it,Políticas Sociais,P-,"O Bolsa Família é um instrumento essencial para combater a pobreza e a desigualdade social, garantindo dignidade e acesso a direitos básicos para milhões de famílias.",0.0,1,neutro,0,3,3,False,https://pt.wikipedia.org/wiki/Fotoss%C3%ADntese,True,Neutro
